latency type
0.492000 Rpeak
1.472000 Rpeak
2.456000 Rpeak
3.420000 Rpeak
4.352000 Rpeak
5.288000 Rpeak
6.244000 Rpeak
7.200000 Rpeak
8.148000 Rpeak
9.060000 Rpeak
9.952000 Rpeak
10.860000 Rpeak
11.812000 Rpeak
12.756000 Rpeak
13.680000 Rpeak
14.612000 Rpeak
15.548000 Rpeak
16.484000 Rpeak
17.404000 Rpeak
18.288000 Rpeak
19.180000 Rpeak
20.100000 Rpeak
21.040000 Rpeak
22.000000 Rpeak
22.936000 Rpeak
23.860000 Rpeak
24.796000 Rpeak
25.740000 Rpeak
26.672000 Rpeak
27.560000 Rpeak
28.452000 Rpeak
29.364000 Rpeak
30.300000 Rpeak
31.252000 Rpeak
32.176000 Rpeak
33.092000 Rpeak
34.024000 Rpeak
34.972000 Rpeak
35.916000 Rpeak
36.848000 Rpeak
37.772000 Rpeak
38.692000 Rpeak
39.620000 Rpeak
40.524000 Rpeak
41.416000 Rpeak
42.320000 Rpeak
43.248000 Rpeak
44.184000 Rpeak
45.128000 Rpeak
46.060000 Rpeak
46.996000 Rpeak
47.932000 Rpeak
48.852000 Rpeak
49.740000 Rpeak
50.632000 Rpeak
51.560000 Rpeak
52.532000 Rpeak
53.512000 Rpeak
54.444000 Rpeak
55.352000 Rpeak
56.268000 Rpeak
57.196000 Rpeak
58.124000 Rpeak
59.032000 Rpeak
59.912000 Rpeak
60.812000 Rpeak
61.764000 Rpeak
62.720000 Rpeak
63.652000 Rpeak
64.556000 Rpeak
65.468000 Rpeak
66.388000 Rpeak
67.304000 Rpeak
68.208000 Rpeak
69.084000 Rpeak
69.972000 Rpeak
70.896000 Rpeak
71.852000 Rpeak
72.780000 Rpeak
73.692000 Rpeak
74.608000 Rpeak
75.540000 Rpeak
76.480000 Rpeak
77.396000 Rpeak
78.304000 Rpeak
79.216000 Rpeak
80.136000 Rpeak
81.076000 Rpeak
81.984000 Rpeak
82.864000 Rpeak
83.768000 Rpeak
84.688000 Rpeak
85.628000 Rpeak
86.556000 Rpeak
87.476000 Rpeak
88.432000 Rpeak
89.384000 Rpeak
90.316000 Rpeak
91.208000 Rpeak
92.108000 Rpeak
93.028000 Rpeak
93.964000 Rpeak
94.904000 Rpeak
95.832000 Rpeak
96.788000 Rpeak
97.780000 Rpeak
98.764000 Rpeak
99.732000 Rpeak
100.664000 Rpeak
101.592000 Rpeak
102.516000 Rpeak
103.448000 Rpeak
104.360000 Rpeak
105.268000 Rpeak
106.176000 Rpeak
107.092000 Rpeak
108.004000 Rpeak
108.896000 Rpeak
109.796000 Rpeak
110.728000 Rpeak
111.684000 Rpeak
112.640000 Rpeak
113.548000 Rpeak
114.468000 Rpeak
115.400000 Rpeak
116.332000 Rpeak
117.248000 Rpeak
118.148000 Rpeak
119.068000 Rpeak
120.012000 Rpeak
120.980000 Rpeak
121.908000 Rpeak
122.808000 Rpeak
123.700000 Rpeak
124.616000 Rpeak
125.532000 Rpeak
126.424000 Rpeak
127.316000 Rpeak
128.240000 Rpeak
129.176000 Rpeak
130.132000 Rpeak
131.048000 Rpeak
131.956000 Rpeak
132.888000 Rpeak
133.824000 Rpeak
134.748000 Rpeak
135.644000 Rpeak
136.560000 Rpeak
137.500000 Rpeak
138.464000 Rpeak
139.416000 Rpeak
140.336000 Rpeak
141.244000 Rpeak
142.172000 Rpeak
143.124000 Rpeak
144.072000 Rpeak
144.972000 Rpeak
145.880000 Rpeak
146.808000 Rpeak
147.748000 Rpeak
148.688000 Rpeak
149.600000 Rpeak
150.528000 Rpeak
151.476000 Rpeak
152.424000 Rpeak
153.356000 Rpeak
154.256000 Rpeak
155.148000 Rpeak
156.060000 Rpeak
156.996000 Rpeak
157.936000 Rpeak
158.872000 Rpeak
159.800000 Rpeak
160.744000 Rpeak
161.684000 Rpeak
162.584000 Rpeak
163.472000 Rpeak
164.380000 Rpeak
165.308000 Rpeak
166.252000 Rpeak
167.204000 Rpeak
168.152000 Rpeak
169.104000 Rpeak
170.064000 Rpeak
170.980000 Rpeak
171.884000 Rpeak
172.796000 Rpeak
173.716000 Rpeak
174.644000 Rpeak
175.552000 Rpeak
176.480000 Rpeak
177.440000 Rpeak
178.392000 Rpeak
179.332000 Rpeak
180.240000 Rpeak
181.144000 Rpeak
182.060000 Rpeak
182.976000 Rpeak
183.888000 Rpeak
184.780000 Rpeak
185.688000 Rpeak
186.632000 Rpeak
187.584000 Rpeak
188.532000 Rpeak
189.436000 Rpeak
190.320000 Rpeak
191.228000 Rpeak
192.152000 Rpeak
193.080000 Rpeak
194.012000 Rpeak
194.936000 Rpeak
195.864000 Rpeak
196.792000 Rpeak
197.684000 Rpeak
198.572000 Rpeak
199.480000 Rpeak
200.400000 Rpeak
201.320000 Rpeak
202.232000 Rpeak
203.136000 Rpeak
204.060000 Rpeak
204.996000 Rpeak
205.908000 Rpeak
206.820000 Rpeak
207.744000 Rpeak
208.684000 Rpeak
209.620000 Rpeak
210.572000 Rpeak
211.516000 Rpeak
212.472000 Rpeak
213.408000 Rpeak
214.304000 Rpeak
215.204000 Rpeak
216.124000 Rpeak
217.080000 Rpeak
218.008000 Rpeak
218.912000 Rpeak
219.828000 Rpeak
220.760000 Rpeak
221.700000 Rpeak
222.608000 Rpeak
223.496000 Rpeak
224.420000 Rpeak
225.372000 Rpeak
226.324000 Rpeak
227.280000 Rpeak
228.188000 Rpeak
229.108000 Rpeak
230.036000 Rpeak
230.976000 Rpeak
231.900000 Rpeak
232.816000 Rpeak
233.740000 Rpeak
234.680000 Rpeak
235.620000 Rpeak
236.536000 Rpeak
237.448000 Rpeak
238.396000 Rpeak
239.384000 Rpeak
240.376000 Rpeak
241.336000 Rpeak
242.256000 Rpeak
243.180000 Rpeak
244.116000 Rpeak
245.060000 Rpeak
245.992000 Rpeak
246.912000 Rpeak
247.856000 Rpeak
248.812000 Rpeak
249.768000 Rpeak
250.688000 Rpeak
251.576000 Rpeak
252.472000 Rpeak
253.400000 Rpeak
254.340000 Rpeak
255.284000 Rpeak
256.216000 Rpeak
257.156000 Rpeak
258.088000 Rpeak
259.004000 Rpeak
259.892000 Rpeak
260.788000 Rpeak
261.716000 Rpeak
262.680000 Rpeak
263.620000 Rpeak
264.544000 Rpeak
265.456000 Rpeak
266.376000 Rpeak
267.308000 Rpeak
268.216000 Rpeak
269.108000 Rpeak
270.044000 Rpeak
270.996000 Rpeak
271.952000 Rpeak
272.872000 Rpeak
