latency type
0.756000 Rpeak
1.680000 Rpeak
2.588000 Rpeak
3.472000 Rpeak
4.384000 Rpeak
5.300000 Rpeak
6.212000 Rpeak
7.120000 Rpeak
8.052000 Rpeak
9.000000 Rpeak
9.900000 Rpeak
10.812000 Rpeak
11.724000 Rpeak
12.636000 Rpeak
13.516000 Rpeak
14.424000 Rpeak
15.360000 Rpeak
16.308000 Rpeak
17.220000 Rpeak
18.164000 Rpeak
19.112000 Rpeak
20.048000 Rpeak
20.952000 Rpeak
21.884000 Rpeak
22.804000 Rpeak
23.688000 Rpeak
24.572000 Rpeak
25.504000 Rpeak
26.444000 Rpeak
27.336000 Rpeak
28.240000 Rpeak
29.160000 Rpeak
30.080000 Rpeak
30.988000 Rpeak
31.912000 Rpeak
32.832000 Rpeak
33.744000 Rpeak
34.632000 Rpeak
35.556000 Rpeak
36.476000 Rpeak
37.372000 Rpeak
38.272000 Rpeak
39.184000 Rpeak
40.088000 Rpeak
40.956000 Rpeak
41.848000 Rpeak
42.752000 Rpeak
43.632000 Rpeak
44.484000 Rpeak
45.348000 Rpeak
46.208000 Rpeak
47.052000 Rpeak
47.880000 Rpeak
48.732000 Rpeak
49.620000 Rpeak
50.488000 Rpeak
51.344000 Rpeak
52.244000 Rpeak
53.148000 Rpeak
54.032000 Rpeak
54.888000 Rpeak
55.764000 Rpeak
56.632000 Rpeak
57.520000 Rpeak
58.412000 Rpeak
59.344000 Rpeak
60.296000 Rpeak
61.220000 Rpeak
62.128000 Rpeak
63.068000 Rpeak
63.996000 Rpeak
64.880000 Rpeak
65.784000 Rpeak
66.704000 Rpeak
67.608000 Rpeak
68.492000 Rpeak
69.380000 Rpeak
70.264000 Rpeak
71.132000 Rpeak
71.984000 Rpeak
72.848000 Rpeak
73.716000 Rpeak
74.588000 Rpeak
75.436000 Rpeak
76.296000 Rpeak
77.160000 Rpeak
78.016000 Rpeak
78.856000 Rpeak
79.704000 Rpeak
80.564000 Rpeak
81.424000 Rpeak
82.264000 Rpeak
83.120000 Rpeak
83.988000 Rpeak
84.852000 Rpeak
85.712000 Rpeak
86.616000 Rpeak
87.564000 Rpeak
88.496000 Rpeak
89.400000 Rpeak
90.328000 Rpeak
91.268000 Rpeak
92.192000 Rpeak
93.100000 Rpeak
94.028000 Rpeak
94.940000 Rpeak
95.816000 Rpeak
96.688000 Rpeak
97.584000 Rpeak
98.484000 Rpeak
99.364000 Rpeak
100.232000 Rpeak
101.120000 Rpeak
102.004000 Rpeak
102.872000 Rpeak
103.744000 Rpeak
104.632000 Rpeak
105.520000 Rpeak
106.392000 Rpeak
107.264000 Rpeak
108.144000 Rpeak
109.020000 Rpeak
109.880000 Rpeak
110.756000 Rpeak
111.620000 Rpeak
112.488000 Rpeak
113.344000 Rpeak
114.220000 Rpeak
115.096000 Rpeak
115.964000 Rpeak
116.808000 Rpeak
117.652000 Rpeak
118.496000 Rpeak
119.328000 Rpeak
120.152000 Rpeak
121.008000 Rpeak
121.912000 Rpeak
122.812000 Rpeak
123.712000 Rpeak
124.600000 Rpeak
125.512000 Rpeak
126.412000 Rpeak
127.288000 Rpeak
128.172000 Rpeak
129.060000 Rpeak
129.940000 Rpeak
130.796000 Rpeak
131.652000 Rpeak
132.504000 Rpeak
133.356000 Rpeak
134.196000 Rpeak
135.040000 Rpeak
135.904000 Rpeak
136.784000 Rpeak
137.648000 Rpeak
138.508000 Rpeak
139.392000 Rpeak
140.292000 Rpeak
141.172000 Rpeak
142.056000 Rpeak
142.968000 Rpeak
143.888000 Rpeak
144.796000 Rpeak
145.720000 Rpeak
146.644000 Rpeak
147.556000 Rpeak
148.436000 Rpeak
149.324000 Rpeak
150.224000 Rpeak
151.120000 Rpeak
151.996000 Rpeak
152.896000 Rpeak
153.808000 Rpeak
154.708000 Rpeak
155.596000 Rpeak
156.484000 Rpeak
157.380000 Rpeak
158.252000 Rpeak
159.116000 Rpeak
160.004000 Rpeak
160.888000 Rpeak
161.760000 Rpeak
162.616000 Rpeak
163.496000 Rpeak
164.384000 Rpeak
165.244000 Rpeak
166.088000 Rpeak
166.952000 Rpeak
167.816000 Rpeak
168.660000 Rpeak
169.504000 Rpeak
170.392000 Rpeak
171.276000 Rpeak
172.132000 Rpeak
172.984000 Rpeak
173.856000 Rpeak
174.720000 Rpeak
175.568000 Rpeak
176.408000 Rpeak
177.260000 Rpeak
178.112000 Rpeak
178.932000 Rpeak
179.752000 Rpeak
180.580000 Rpeak
181.412000 Rpeak
182.228000 Rpeak
183.056000 Rpeak
183.892000 Rpeak
184.740000 Rpeak
185.560000 Rpeak
186.380000 Rpeak
187.212000 Rpeak
188.036000 Rpeak
188.844000 Rpeak
189.656000 Rpeak
190.500000 Rpeak
191.344000 Rpeak
192.172000 Rpeak
193.020000 Rpeak
193.896000 Rpeak
194.792000 Rpeak
195.652000 Rpeak
196.516000 Rpeak
197.420000 Rpeak
198.324000 Rpeak
199.188000 Rpeak
200.056000 Rpeak
200.928000 Rpeak
201.804000 Rpeak
202.648000 Rpeak
203.484000 Rpeak
204.340000 Rpeak
205.184000 Rpeak
206.008000 Rpeak
206.836000 Rpeak
207.680000 Rpeak
208.532000 Rpeak
209.376000 Rpeak
210.240000 Rpeak
211.144000 Rpeak
212.028000 Rpeak
212.892000 Rpeak
213.776000 Rpeak
214.676000 Rpeak
215.544000 Rpeak
216.412000 Rpeak
217.280000 Rpeak
218.144000 Rpeak
218.980000 Rpeak
219.816000 Rpeak
220.668000 Rpeak
221.536000 Rpeak
222.380000 Rpeak
223.220000 Rpeak
224.072000 Rpeak
224.940000 Rpeak
225.780000 Rpeak
226.620000 Rpeak
227.476000 Rpeak
228.344000 Rpeak
229.192000 Rpeak
230.044000 Rpeak
230.912000 Rpeak
231.772000 Rpeak
232.624000 Rpeak
233.472000 Rpeak
234.328000 Rpeak
235.188000 Rpeak
236.032000 Rpeak
236.880000 Rpeak
237.740000 Rpeak
238.604000 Rpeak
239.452000 Rpeak
240.292000 Rpeak
241.140000 Rpeak
241.984000 Rpeak
242.832000 Rpeak
243.680000 Rpeak
244.532000 Rpeak
245.380000 Rpeak
246.220000 Rpeak
247.068000 Rpeak
1.044000 Tpeak
1.964000 Tpeak
2.860000 Tpeak
3.760000 Tpeak
4.668000 Tpeak
5.576000 Tpeak
6.488000 Tpeak
7.408000 Tpeak
8.332000 Tpeak
9.284000 Tpeak
10.184000 Tpeak
11.092000 Tpeak
12.004000 Tpeak
12.912000 Tpeak
13.800000 Tpeak
14.700000 Tpeak
15.644000 Tpeak
16.592000 Tpeak
17.504000 Tpeak
18.452000 Tpeak
19.392000 Tpeak
20.332000 Tpeak
21.240000 Tpeak
22.172000 Tpeak
23.088000 Tpeak
23.964000 Tpeak
24.852000 Tpeak
25.784000 Tpeak
26.724000 Tpeak
27.608000 Tpeak
28.520000 Tpeak
29.448000 Tpeak
30.360000 Tpeak
31.264000 Tpeak
32.196000 Tpeak
33.112000 Tpeak
34.016000 Tpeak
34.912000 Tpeak
35.832000 Tpeak
36.760000 Tpeak
37.656000 Tpeak
38.556000 Tpeak
39.468000 Tpeak
40.372000 Tpeak
41.240000 Tpeak
42.132000 Tpeak
43.036000 Tpeak
43.924000 Tpeak
44.764000 Tpeak
45.632000 Tpeak
46.484000 Tpeak
47.340000 Tpeak
48.160000 Tpeak
49.016000 Tpeak
49.896000 Tpeak
50.764000 Tpeak
51.624000 Tpeak
52.528000 Tpeak
53.432000 Tpeak
54.308000 Tpeak
55.160000 Tpeak
56.044000 Tpeak
56.916000 Tpeak
57.796000 Tpeak
58.684000 Tpeak
59.628000 Tpeak
60.576000 Tpeak
